experiment_id,policy,attack,agents,seed,success_rate,fraud_sats,mal_routing_rate,recovery_rds,concentration,max_round_fraud
exp_TRACE_strategic-default_100a_15s_1778310974958,TRACE,strategic-default,100,15,0.9300,5.0,0.1733,1.0,0.1428,0.0
exp_TRACE_strategic-default_100a_16s_1778310999894,TRACE,strategic-default,100,16,0.9300,0.0,0.0067,2.0,0.1294,0.0
exp_TRACE_strategic-default_100a_17s_1778311020962,TRACE,strategic-default,100,17,0.9467,0.0,0.0833,0.0,0.1311,0.0
exp_TRACE_strategic-default_100a_18s_1778311049042,TRACE,strategic-default,100,18,0.9667,0.0,0.0000,0.0,0.1272,0.0
exp_TRACE_strategic-default_100a_19s_1778311076831,TRACE,strategic-default,100,19,0.9333,0.0,0.0000,1.0,0.1461,0.0
exp_TRACE_strategic-default_100a_1s_1778310615910,TRACE,strategic-default,100,1,0.9633,0.0,0.0000,0.0,0.1400,0.0
exp_TRACE_strategic-default_100a_20s_1778311101806,TRACE,strategic-default,100,20,0.9467,0.0,0.0000,0.0,0.1528,0.0
exp_TRACE_strategic-default_100a_2s_1778310641362,TRACE,strategic-default,100,2,0.9367,3.0,0.0367,3.0,0.1528,0.0
exp_TRACE_strategic-default_100a_3s_1778310668707,TRACE,strategic-default,100,3,0.9533,0.0,0.1100,1.0,0.1358,0.0
exp_TRACE_strategic-default_100a_4s_1778310694164,TRACE,strategic-default,100,4,0.9400,0.0,0.0100,0.0,0.1539,0.0
exp_TRACE_strategic-default_100a_5s_1778310720624,TRACE,strategic-default,100,5,0.9633,0.0,0.0000,0.0,0.1464,0.0
exp_TRACE_strategic-default_100a_6s_1778310747767,TRACE,strategic-default,100,6,0.9433,3.0,0.1033,1.0,0.1533,0.0
exp_TRACE_strategic-default_100a_7s_1778310772491,TRACE,strategic-default,100,7,0.9500,0.0,0.0000,0.0,0.1344,0.0
exp_TRACE_strategic-default_100a_8s_1778310798538,TRACE,strategic-default,100,8,0.9433,0.0,0.0000,2.0,0.1481,0.0
exp_TRACE_strategic-default_100a_9s_1778310824093,TRACE,strategic-default,100,9,0.9500,0.0,0.0000,1.0,0.1417,0.0
exp_trace_strategic-default_20a_42s_1778275174297,trace,strategic-default,20,42,0.9333,0.0,0.0000,0.0,0.1200,0.0
exp_TRACE_strategic-default_20a_42s_1778275292847,TRACE,strategic-default,20,42,0.9333,0.0,0.0000,0.0,0.1200,0.0
exp_TRACE_strategic-default_30a_42s_1778275481949,TRACE,strategic-default,30,42,0.9867,0.0,0.0700,0.0,0.1347,0.0
exp_TRACE_strategic-default_30a_42s_1778276788473,TRACE,strategic-default,30,42,0.9867,0.0,0.0500,0.0,0.1461,0.0
exp_TRACE_strategic-default_30a_42s_1778278232397,TRACE,strategic-default,30,42,0.9667,40.0,0.3067,3.0,0.1347,0.0
exp_TRACE_strategic-default_30a_42s_1778278608104,TRACE,strategic-default,30,42,0.9867,0.0,0.0500,0.0,0.1461,0.0
exp_TRACE_strategic-default_50a_10s_1778325334416,TRACE,strategic-default,50,10,0.9433,0.0,0.0500,0.0,0.1422,0.0
exp_TRACE_strategic-default_50a_10s_1778325808453,TRACE,strategic-default,50,10,0.9500,18.0,0.2800,3.0,0.1500,0.0
exp_TRACE_strategic-default_50a_10s_1778326182801,TRACE,strategic-default,50,10,0.9467,11.0,0.1467,3.0,0.1400,0.0
exp_TRACE_strategic-default_50a_11s_1778325359155,TRACE,strategic-default,50,11,0.9367,26.0,0.2567,2.0,0.1433,0.0
exp_TRACE_strategic-default_50a_11s_1778325833679,TRACE,strategic-default,50,11,0.9467,0.0,0.0500,0.0,0.1433,0.0
exp_TRACE_strategic-default_50a_11s_1778326200541,TRACE,strategic-default,50,11,0.9400,28.0,0.3733,3.0,0.1425,0.0
exp_TRACE_strategic-default_50a_12s_1778325384330,TRACE,strategic-default,50,12,0.9600,17.0,0.3667,3.0,0.1472,0.0
exp_TRACE_strategic-default_50a_12s_1778325856762,TRACE,strategic-default,50,12,0.9533,18.0,0.2833,4.0,0.1511,0.0
exp_TRACE_strategic-default_50a_12s_1778326218702,TRACE,strategic-default,50,12,0.9567,0.0,0.0500,0.0,0.1528,0.0
exp_TRACE_strategic-default_50a_13s_1778325409354,TRACE,strategic-default,50,13,0.9700,0.0,0.0800,1.0,0.1489,0.0
exp_TRACE_strategic-default_50a_13s_1778325880120,TRACE,strategic-default,50,13,0.9700,0.0,0.1067,1.0,0.1378,0.0
exp_TRACE_strategic-default_50a_13s_1778326236501,TRACE,strategic-default,50,13,0.9667,0.0,0.0433,0.0,0.1589,0.0
exp_TRACE_strategic-default_50a_14s_1778325432778,TRACE,strategic-default,50,14,0.9433,39.0,0.2633,3.0,0.1406,0.0
exp_TRACE_strategic-default_50a_14s_1778325899993,TRACE,strategic-default,50,14,0.9633,0.0,0.0500,0.0,0.1294,0.0
exp_TRACE_strategic-default_50a_14s_1778326254195,TRACE,strategic-default,50,14,0.9567,34.0,0.2500,2.0,0.1364,0.0
exp_TRACE_strategic-default_50a_15s_1778325458029,TRACE,strategic-default,50,15,0.9667,0.0,0.0500,1.0,0.1422,0.0
exp_TRACE_strategic-default_50a_15s_1778325917904,TRACE,strategic-default,50,15,0.9667,0.0,0.0500,1.0,0.1422,0.0
exp_TRACE_strategic-default_50a_15s_1778326271748,TRACE,strategic-default,50,15,0.9667,0.0,0.0500,1.0,0.1422,0.0
exp_TRACE_strategic-default_50a_16s_1778325480894,TRACE,strategic-default,50,16,0.9333,38.0,0.5233,3.0,0.1486,0.0
exp_TRACE_strategic-default_50a_16s_1778325934877,TRACE,strategic-default,50,16,0.9367,16.0,0.2933,3.0,0.1567,0.0
exp_TRACE_strategic-default_50a_16s_1778326288878,TRACE,strategic-default,50,16,0.9467,10.0,0.3733,1.0,0.1453,0.0
exp_TRACE_strategic-default_50a_17s_1778325504873,TRACE,strategic-default,50,17,0.9600,3.0,0.2233,0.0,0.1478,0.0
exp_TRACE_strategic-default_50a_17s_1778325951960,TRACE,strategic-default,50,17,0.9500,0.0,0.0500,0.0,0.1289,0.0
exp_TRACE_strategic-default_50a_17s_1778326306926,TRACE,strategic-default,50,17,0.9500,18.0,0.2800,3.0,0.1317,0.0
exp_TRACE_strategic-default_50a_18s_1778325527311,TRACE,strategic-default,50,18,0.9500,12.0,0.3267,3.0,0.1533,0.0
exp_TRACE_strategic-default_50a_18s_1778325969675,TRACE,strategic-default,50,18,0.9400,18.0,0.3100,3.0,0.1292,0.0
exp_TRACE_strategic-default_50a_18s_1778326324546,TRACE,strategic-default,50,18,0.9267,40.0,0.3900,3.0,0.1319,0.0
exp_TRACE_strategic-default_50a_19s_1778325550374,TRACE,strategic-default,50,19,0.9467,0.0,0.0500,0.0,0.1433,0.0
exp_TRACE_strategic-default_50a_19s_1778325987193,TRACE,strategic-default,50,19,0.9667,9.0,0.2600,4.0,0.1311,0.0
exp_TRACE_strategic-default_50a_19s_1778326342387,TRACE,strategic-default,50,19,0.9400,9.0,0.1367,3.0,0.1419,0.0
exp_TRACE_strategic-default_50a_1s_1778281564105,TRACE,strategic-default,50,1,0.9467,10.0,0.1933,1.0,0.1356,0.0
exp_TRACE_strategic-default_50a_1s_1778325121949,TRACE,strategic-default,50,1,0.9533,0.0,0.2267,1.0,0.1450,0.0
exp_TRACE_strategic-default_50a_1s_1778325594749,TRACE,strategic-default,50,1,0.9433,12.0,0.2533,3.0,0.1467,0.0
exp_TRACE_strategic-default_50a_1s_1778326022179,TRACE,strategic-default,50,1,0.9333,31.0,0.4100,3.0,0.1514,0.0
exp_TRACE_strategic-default_50a_20s_1778325572336,TRACE,strategic-default,50,20,0.9633,21.0,0.2200,2.0,0.1356,0.0
exp_TRACE_strategic-default_50a_20s_1778326004593,TRACE,strategic-default,50,20,0.9500,54.0,0.3800,3.0,0.1433,0.0
exp_TRACE_strategic-default_50a_20s_1778326360330,TRACE,strategic-default,50,20,0.9733,8.0,0.3433,2.0,0.1356,0.0
exp_TRACE_strategic-default_50a_2s_1778281582165,TRACE,strategic-default,50,2,0.9500,4.0,0.3067,1.0,0.1561,0.0
exp_TRACE_strategic-default_50a_2s_1778325144576,TRACE,strategic-default,50,2,0.9500,4.0,0.3067,1.0,0.1561,0.0
exp_TRACE_strategic-default_50a_2s_1778325617147,TRACE,strategic-default,50,2,0.9467,4.0,0.2433,1.0,0.1606,0.0
exp_TRACE_strategic-default_50a_2s_1778326040222,TRACE,strategic-default,50,2,0.9300,13.0,0.1933,1.0,0.1400,0.0
exp_TRACE_strategic-default_50a_3s_1778281600352,TRACE,strategic-default,50,3,0.9400,17.0,0.1667,5.0,0.1394,0.0
exp_TRACE_strategic-default_50a_3s_1778325168548,TRACE,strategic-default,50,3,0.9400,17.0,0.1667,5.0,0.1394,0.0
exp_TRACE_strategic-default_50a_3s_1778325641171,TRACE,strategic-default,50,3,0.9600,15.0,0.2833,4.0,0.1411,0.0
exp_TRACE_strategic-default_50a_3s_1778326057964,TRACE,strategic-default,50,3,0.9567,15.0,0.3267,4.0,0.1342,0.0
exp_TRACE_strategic-default_50a_42s_1778320590367,TRACE,strategic-default,50,42,0.9667,12.0,0.2367,1.0,0.1428,0.0
exp_TRACE_strategic-default_50a_4s_1778281617496,TRACE,strategic-default,50,4,0.9633,4.0,0.3833,0.0,0.1478,0.0
exp_TRACE_strategic-default_50a_4s_1778325191042,TRACE,strategic-default,50,4,0.9633,4.0,0.3833,0.0,0.1478,0.0
exp_TRACE_strategic-default_50a_4s_1778325663581,TRACE,strategic-default,50,4,0.9433,16.0,0.2433,3.0,0.1469,0.0
exp_TRACE_strategic-default_50a_4s_1778326075727,TRACE,strategic-default,50,4,0.9500,24.0,0.4367,4.0,0.1500,0.0
exp_TRACE_strategic-default_50a_5s_1778281634720,TRACE,strategic-default,50,5,0.9567,40.0,0.4867,3.0,0.1517,0.0
exp_TRACE_strategic-default_50a_5s_1778325214260,TRACE,strategic-default,50,5,0.9567,40.0,0.4867,3.0,0.1517,0.0
exp_TRACE_strategic-default_50a_5s_1778325691784,TRACE,strategic-default,50,5,0.9567,40.0,0.4867,3.0,0.1517,0.0
exp_TRACE_strategic-default_50a_5s_1778326093481,TRACE,strategic-default,50,5,0.9567,31.0,0.4633,3.0,0.1461,0.0
exp_TRACE_strategic-default_50a_6s_1778325237055,TRACE,strategic-default,50,6,0.9267,5.0,0.3233,2.0,0.1403,0.0
exp_TRACE_strategic-default_50a_6s_1778325712382,TRACE,strategic-default,50,6,0.9267,0.0,0.2233,0.0,0.1428,0.0
exp_TRACE_strategic-default_50a_6s_1778326111143,TRACE,strategic-default,50,6,0.9167,33.0,0.5200,3.0,0.1439,0.0
exp_TRACE_strategic-default_50a_7s_1778325261259,TRACE,strategic-default,50,7,0.9533,24.0,0.4000,3.0,0.1436,0.0
exp_TRACE_strategic-default_50a_7s_1778325735273,TRACE,strategic-default,50,7,0.9367,24.0,0.1533,3.0,0.1419,0.0
exp_TRACE_strategic-default_50a_7s_1778326128601,TRACE,strategic-default,50,7,0.9433,12.0,0.1467,1.0,0.1475,0.0
exp_TRACE_strategic-default_50a_8s_1778325286429,TRACE,strategic-default,50,8,0.9467,9.0,0.3500,4.0,0.1317,0.0
exp_TRACE_strategic-default_50a_8s_1778325758292,TRACE,strategic-default,50,8,0.9467,9.0,0.3300,4.0,0.1339,0.0
exp_TRACE_strategic-default_50a_8s_1778326146540,TRACE,strategic-default,50,8,0.9467,10.0,0.1733,2.0,0.1597,0.0
exp_TRACE_strategic-default_50a_9s_1778325310289,TRACE,strategic-default,50,9,0.9533,0.0,0.1000,0.0,0.1411,0.0
exp_TRACE_strategic-default_50a_9s_1778325783298,TRACE,strategic-default,50,9,0.9567,0.0,0.1000,0.0,0.1456,0.0
exp_TRACE_strategic-default_50a_9s_1778326164487,TRACE,strategic-default,50,9,0.9600,7.0,0.1367,0.0,0.1314,0.0
exp_TRACE_sybil-cluster_100a_10s_1778312324792,TRACE,sybil-cluster,100,10,0.9567,0.0,0.0000,0.0,0.1483,0.0
exp_TRACE_sybil-cluster_100a_11s_1778312352139,TRACE,sybil-cluster,100,11,0.9600,0.0,0.0200,0.0,0.1486,0.0
exp_TRACE_sybil-cluster_100a_12s_1778312380597,TRACE,sybil-cluster,100,12,0.9533,0.0,0.0000,0.0,0.1328,0.0
exp_TRACE_sybil-cluster_100a_13s_1778312406139,TRACE,sybil-cluster,100,13,0.9400,0.0,0.0000,1.0,0.1339,0.0
exp_TRACE_sybil-cluster_100a_14s_1778312436730,TRACE,sybil-cluster,100,14,0.9500,0.0,0.0867,0.0,0.1478,0.0
exp_TRACE_sybil-cluster_100a_15s_1778312464549,TRACE,sybil-cluster,100,15,0.9500,0.0,0.3133,0.0,0.1283,0.0
exp_TRACE_sybil-cluster_100a_16s_1778312493144,TRACE,sybil-cluster,100,16,0.9300,0.0,0.0067,2.0,0.1294,0.0
exp_TRACE_sybil-cluster_100a_17s_1778312520274,TRACE,sybil-cluster,100,17,0.9500,0.0,0.1033,0.0,0.1306,0.0
exp_TRACE_sybil-cluster_100a_18s_1778312548014,TRACE,sybil-cluster,100,18,0.9667,0.0,0.0000,0.0,0.1272,0.0
exp_TRACE_sybil-cluster_100a_19s_1778312575042,TRACE,sybil-cluster,100,19,0.9333,0.0,0.0000,1.0,0.1461,0.0
exp_TRACE_sybil-cluster_100a_1s_1778312071144,TRACE,sybil-cluster,100,1,0.9633,0.0,0.0000,0.0,0.1400,0.0
exp_TRACE_sybil-cluster_100a_20s_1778312602347,TRACE,sybil-cluster,100,20,0.9467,0.0,0.0000,0.0,0.1528,0.0
exp_TRACE_sybil-cluster_100a_2s_1778312096288,TRACE,sybil-cluster,100,2,0.9367,0.0,0.1133,0.0,0.1508,0.0
exp_TRACE_sybil-cluster_100a_3s_1778312125690,TRACE,sybil-cluster,100,3,0.9600,0.0,0.1567,0.0,0.1478,0.0
exp_TRACE_sybil-cluster_100a_4s_1778312153182,TRACE,sybil-cluster,100,4,0.9433,0.0,0.0433,1.0,0.1600,0.0
exp_TRACE_sybil-cluster_100a_5s_1778312180331,TRACE,sybil-cluster,100,5,0.9633,0.0,0.0000,0.0,0.1464,0.0
exp_TRACE_sybil-cluster_100a_6s_1778312212829,TRACE,sybil-cluster,100,6,0.9467,0.0,0.1633,0.0,0.1444,0.0
exp_TRACE_sybil-cluster_100a_7s_1778312242675,TRACE,sybil-cluster,100,7,0.9500,0.0,0.0000,0.0,0.1344,0.0
exp_TRACE_sybil-cluster_100a_8s_1778312270369,TRACE,sybil-cluster,100,8,0.9433,0.0,0.0000,2.0,0.1481,0.0
exp_TRACE_sybil-cluster_100a_9s_1778312299558,TRACE,sybil-cluster,100,9,0.9500,0.0,0.0000,1.0,0.1417,0.0
exp_trace_sybil-cluster_30a_1s_1778277044718,trace,sybil-cluster,30,1,0.9300,0.0,0.0500,1.0,0.1389,0.0
exp_trace_sybil-cluster_30a_2s_1778277070213,trace,sybil-cluster,30,2,0.9367,0.0,0.0500,0.0,0.1456,0.0
exp_trace_sybil-cluster_30a_3s_1778277094490,trace,sybil-cluster,30,3,0.9500,0.0,0.0500,0.0,0.1511,0.0
exp_TRACE_sybil-cluster_30a_42s_1778275812426,TRACE,sybil-cluster,30,42,0.9900,0.0,0.6200,1.0,0.1522,0.0
exp_TRACE_sybil-cluster_30a_42s_1778276664635,TRACE,sybil-cluster,30,42,0.9867,0.0,0.0500,0.0,0.1461,0.0
exp_TRACE_sybil-cluster_30a_42s_1778278142614,TRACE,sybil-cluster,30,42,0.9867,0.0,0.0500,0.0,0.1461,0.0
exp_TRACE_sybil-cluster_30a_42s_1778278698106,TRACE,sybil-cluster,30,42,0.9867,0.0,0.0500,0.0,0.1461,0.0
exp_trace_sybil-cluster_30a_4s_1778277119086,trace,sybil-cluster,30,4,0.9367,0.0,0.0500,1.0,0.1305,0.0
exp_trace_sybil-cluster_30a_5s_1778277143723,trace,sybil-cluster,30,5,0.9700,0.0,0.0500,0.0,0.1378,0.0
exp_TRACE_sybil-cluster_50a_1s_1778281866711,TRACE,sybil-cluster,50,1,0.9667,0.0,0.3967,1.0,0.1375,0.0
exp_TRACE_sybil-cluster_50a_2s_1778281893671,TRACE,sybil-cluster,50,2,0.9433,0.0,0.1900,0.0,0.1567,0.0
exp_TRACE_sybil-cluster_50a_3s_1778281921012,TRACE,sybil-cluster,50,3,0.9700,0.0,0.3567,0.0,0.1405,0.0
exp_TRACE_sybil-cluster_50a_4s_1778281949226,TRACE,sybil-cluster,50,4,0.9633,0.0,0.2433,0.0,0.1425,0.0
exp_TRACE_sybil-cluster_50a_5s_1778281969975,TRACE,sybil-cluster,50,5,0.9733,0.0,0.3033,0.0,0.1486,0.0
exp_TRACE_whitewashing_100a_10s_1778316724259,TRACE,whitewashing,100,10,0.9567,0.0,0.0000,0.0,0.1483,0.0
exp_TRACE_whitewashing_100a_11s_1778316745673,TRACE,whitewashing,100,11,0.9533,6.0,0.0100,0.0,0.1442,0.0
exp_TRACE_whitewashing_100a_12s_1778316770878,TRACE,whitewashing,100,12,0.9533,0.0,0.0000,0.0,0.1356,0.0
exp_TRACE_whitewashing_100a_13s_1778316799669,TRACE,whitewashing,100,13,0.9400,0.0,0.0000,1.0,0.1339,0.0
exp_TRACE_whitewashing_100a_14s_1778316825440,TRACE,whitewashing,100,14,0.9367,17.0,0.0567,0.0,0.1361,0.0
exp_TRACE_whitewashing_100a_15s_1778316851735,TRACE,whitewashing,100,15,0.9333,18.0,0.0500,0.0,0.1383,0.0
exp_TRACE_whitewashing_100a_16s_1778316876841,TRACE,whitewashing,100,16,0.9300,0.0,0.0067,2.0,0.1294,0.0
exp_TRACE_whitewashing_100a_17s_1778316903511,TRACE,whitewashing,100,17,0.9233,21.0,0.0667,0.0,0.1308,0.0
exp_TRACE_whitewashing_100a_18s_1778316929564,TRACE,whitewashing,100,18,0.9667,0.0,0.0000,0.0,0.1272,0.0
exp_TRACE_whitewashing_100a_19s_1778316956135,TRACE,whitewashing,100,19,0.9333,0.0,0.0000,1.0,0.1461,0.0
exp_TRACE_whitewashing_100a_1s_1778316537232,TRACE,whitewashing,100,1,0.9633,0.0,0.0000,0.0,0.1400,0.0
exp_TRACE_whitewashing_100a_20s_1778316982054,TRACE,whitewashing,100,20,0.9467,0.0,0.0000,0.0,0.1528,0.0
exp_TRACE_whitewashing_100a_2s_1778316558278,TRACE,whitewashing,100,2,0.9167,15.0,0.0267,0.0,0.1536,0.0
exp_TRACE_whitewashing_100a_3s_1778316580087,TRACE,whitewashing,100,3,0.9333,16.0,0.0233,0.0,0.1436,0.0
exp_TRACE_whitewashing_100a_4s_1778316600812,TRACE,whitewashing,100,4,0.9333,11.0,0.0100,0.0,0.1539,0.0
exp_TRACE_whitewashing_100a_5s_1778316620511,TRACE,whitewashing,100,5,0.9633,0.0,0.0000,0.0,0.1464,0.0
exp_TRACE_whitewashing_100a_6s_1778316641454,TRACE,whitewashing,100,6,0.9000,35.0,0.0467,0.0,0.1372,0.0
exp_TRACE_whitewashing_100a_7s_1778316662728,TRACE,whitewashing,100,7,0.9500,0.0,0.0000,0.0,0.1344,0.0
exp_TRACE_whitewashing_100a_8s_1778316683309,TRACE,whitewashing,100,8,0.9433,0.0,0.0000,2.0,0.1481,0.0
exp_TRACE_whitewashing_100a_9s_1778316704638,TRACE,whitewashing,100,9,0.9500,0.0,0.0000,1.0,0.1417,0.0
exp_TRACE_whitewashing_30a_42s_1778275746139,TRACE,whitewashing,30,42,0.9667,62.0,0.0500,0.0,0.1464,0.0
exp_TRACE_whitewashing_30a_42s_1778276860239,TRACE,whitewashing,30,42,0.9700,56.0,0.0500,0.0,0.1461,0.0
exp_TRACE_whitewashing_30a_42s_1778278316949,TRACE,whitewashing,30,42,0.9633,96.0,0.0500,0.0,0.1492,0.0
exp_TRACE_whitewashing_30a_42s_1778278793721,TRACE,whitewashing,30,42,0.9567,114.0,0.0500,0.0,0.1461,0.0
exp_TRACE_whitewashing_50a_1s_1778282441874,TRACE,whitewashing,50,1,0.8933,88.0,0.1200,0.0,0.1525,0.0
exp_TRACE_whitewashing_50a_2s_1778282457547,TRACE,whitewashing,50,2,0.9000,68.0,0.1567,0.0,0.1586,0.0
exp_TRACE_whitewashing_50a_3s_1778282473796,TRACE,whitewashing,50,3,0.9067,53.0,0.0800,1.0,0.1442,0.0
exp_TRACE_whitewashing_50a_4s_1778282489503,TRACE,whitewashing,50,4,0.9000,78.0,0.1067,0.0,0.1556,0.0
exp_TRACE_whitewashing_50a_5s_1778282505529,TRACE,whitewashing,50,5,0.9367,46.0,0.0567,0.0,0.1547,0.0
